"";"education";"ocupation";"area";"age group";"recomendation";"firma";"score";"detractor";"neutral";"promoter";"total"
"1711";"Wyższe rolnicze";"Główny agronom";"więcej niż 250 ha";"mniej niż 30";0;"Mięta";"Detractor";1;0;0;1
"1712";"Średnie techniczne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";5;"Mięta";"Detractor";1;0;0;1
"1713";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"31 - 40";8;"Mięta";"Neutral";0;1;0;1
"1714";"Wyższe";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";7;"Mięta";"Neutral";0;1;0;1
"1715";"Wyższe rolnicze";"Inna";"więcej niż 250 ha";"51 - 60";8;"Mięta";"Neutral";0;1;0;1
"1716";"Wyższe";"Pracownik techniczny";"więcej niż 250 ha";"51 - 60";8;"Mięta";"Neutral";0;1;0;1
"1717";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";1;"Mięta";"Detractor";1;0;0;1
"1718";"Wyższe rolnicze";"Główny agronom";"100.01 - 250 ha";"powyżej 60";3;"Mięta";"Detractor";1;0;0;1
"1719";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"powyżej 60";0;"Mięta";"Detractor";1;0;0;1
"1720";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"31 - 40";6;"Mięta";"Detractor";1;0;0;1
"1721";"Średnie techniczne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";1;"Mięta";"Detractor";1;0;0;1
"1722";"Wyższe rolnicze";"Główny agronom";"więcej niż 250 ha";"41 - 50";6;"Mięta";"Detractor";1;0;0;1
"1723";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powyżej 60";9;"Mięta";"Promoter";0;0;1;1
"1724";"Średnie ogólne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";4;"Mięta";"Detractor";1;0;0;1
"1725";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";0;"Mięta";"Detractor";1;0;0;1
"1726";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"41 - 50";8;"Mięta";"Neutral";0;1;0;1
"1727";"Średnie techniczne";"Właściciel";"25.01 - 50 ha";"41 - 50";5;"Mięta";"Detractor";1;0;0;1
"1728";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"powyżej 60";4;"Mięta";"Detractor";1;0;0;1
"1729";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powyżej 60";3;"Mięta";"Detractor";1;0;0;1
"1730";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"51 - 60";10;"Mięta";"Promoter";0;0;1;1
"1731";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"powyżej 60";9;"Mięta";"Promoter";0;0;1;1
"1732";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"powyżej 60";0;"Mięta";"Detractor";1;0;0;1
"1733";"Wyższe rolnicze";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";3;"Mięta";"Detractor";1;0;0;1
"1734";"Średnie techniczne";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";8;"Mięta";"Neutral";0;1;0;1
"1735";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";0;"Mięta";"Detractor";1;0;0;1
"1736";"Wyższe";"Agronom ekspert";"mniej niż 25 ha";"41 - 50";3;"Mięta";"Detractor";1;0;0;1
"1737";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"41 - 50";2;"Mięta";"Detractor";1;0;0;1
"1738";"Wyższe";"Agronom ekspert";"50.01 - 100 ha";"powyżej 60";1;"Mięta";"Detractor";1;0;0;1
"1739";"Średnie techniczne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";8;"Mięta";"Neutral";0;1;0;1
"1740";"Wyższe";"Główny agronom";"100.01 - 250 ha";"mniej niż 30";9;"Mięta";"Promoter";0;0;1;1
"1741";"Średnie ogólne";"Główny agronom";"50.01 - 100 ha";"51 - 60";10;"Mięta";"Promoter";0;0;1;1
"1742";"Średnie ogólne";"Główny agronom";"100.01 - 250 ha";"powyżej 60";8;"Mięta";"Neutral";0;1;0;1
"1743";"Wyższe rolnicze";"Właściciel";"25.01 - 50 ha";"powyżej 60";9;"Mięta";"Promoter";0;0;1;1
"1744";"Wyższe";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";0;"Mięta";"Detractor";1;0;0;1
"1745";"Wyższe";"Główny agronom";"100.01 - 250 ha";"powyżej 60";0;"Mięta";"Detractor";1;0;0;1
"1746";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"41 - 50";7;"Mięta";"Neutral";0;1;0;1
"1747";"Średnie ogólne";"Główny agronom";"więcej niż 250 ha";"41 - 50";0;"Mięta";"Detractor";1;0;0;1
"1748";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"powyżej 60";10;"Mięta";"Promoter";0;0;1;1
"1749";"Średnie techniczne";"Agronom ekspert";"mniej niż 25 ha";"powyżej 60";4;"Mięta";"Detractor";1;0;0;1
"1750";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"51 - 60";0;"Mięta";"Detractor";1;0;0;1
"1751";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"51 - 60";0;"Mięta";"Detractor";1;0;0;1
"1752";"Wyższe rolnicze";"Agronom ekspert";"więcej niż 250 ha";"mniej niż 30";4;"Mięta";"Detractor";1;0;0;1
"1753";"Wyższe";"Główny agronom";"więcej niż 250 ha";"31 - 40";3;"Mięta";"Detractor";1;0;0;1
"1754";"Średnie techniczne";"Agronom ekspert";"więcej niż 250 ha";"mniej niż 30";3;"Mięta";"Detractor";1;0;0;1
"1755";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"powyżej 60";2;"Mięta";"Detractor";1;0;0;1
"1756";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"51 - 60";2;"Mięta";"Detractor";1;0;0;1
"1757";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"31 - 40";9;"Mięta";"Promoter";0;0;1;1
"1758";"Średnie techniczne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";3;"Mięta";"Detractor";1;0;0;1
"1759";"Średnie ogólne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"31 - 40";5;"Mięta";"Detractor";1;0;0;1
"1760";"Wyższe";"Główny agronom";"więcej niż 250 ha";"mniej niż 30";3;"Mięta";"Detractor";1;0;0;1
"1761";"Wyższe rolnicze";"Właściciel";"więcej niż 250 ha";"powyżej 60";4;"Mięta";"Detractor";1;0;0;1
"1762";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"51 - 60";5;"Mięta";"Detractor";1;0;0;1
"1763";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"mniej niż 30";8;"Mięta";"Neutral";0;1;0;1
"1764";"Średnie techniczne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";4;"Mięta";"Detractor";1;0;0;1
"1765";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"51 - 60";6;"Narcyz";"Detractor";1;0;0;1
"1766";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"31 - 40";2;"Narcyz";"Detractor";1;0;0;1
"1767";"Średnie ogólne";"Główny agronom";"100.01 - 250 ha";"mniej niż 30";7;"Narcyz";"Neutral";0;1;0;1
"1768";"Średnie ogólne";"Główny agronom";"więcej niż 250 ha";"mniej niż 30";7;"Narcyz";"Neutral";0;1;0;1
"1769";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"31 - 40";2;"Narcyz";"Detractor";1;0;0;1
"1770";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"mniej niż 30";1;"Narcyz";"Detractor";1;0;0;1
"1771";"Wyższe";"Główny agronom";"100.01 - 250 ha";"41 - 50";7;"Narcyz";"Neutral";0;1;0;1
"1772";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"41 - 50";3;"Narcyz";"Detractor";1;0;0;1
"1773";"Średnie techniczne";"Właściciel";"więcej niż 250 ha";"powyżej 60";2;"Narcyz";"Detractor";1;0;0;1
"1774";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"31 - 40";8;"Narcyz";"Neutral";0;1;0;1
"1775";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";6;"Narcyz";"Detractor";1;0;0;1
"1776";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"41 - 50";1;"Narcyz";"Detractor";1;0;0;1
"1777";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"41 - 50";6;"Narcyz";"Detractor";1;0;0;1
"1778";"Średnie ogólne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"mniej niż 30";7;"Narcyz";"Neutral";0;1;0;1
"1779";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"31 - 40";5;"Narcyz";"Detractor";1;0;0;1
"1780";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"31 - 40";5;"Narcyz";"Detractor";1;0;0;1
"1781";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"31 - 40";9;"Narcyz";"Promoter";0;0;1;1
"1782";"Średnie ogólne";"Agronom ekspert";"100.01 - 250 ha";"51 - 60";3;"Narcyz";"Detractor";1;0;0;1
"1783";"Średnie techniczne";"Właściciel";"50.01 - 100 ha";"powyżej 60";1;"Narcyz";"Detractor";1;0;0;1
"1784";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";8;"Narcyz";"Neutral";0;1;0;1
"1786";"Średnie ogólne";"Główny agronom";"więcej niż 250 ha";"41 - 50";9;"Narcyz";"Promoter";0;0;1;1
"1787";"Średnie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"powyżej 60";1;"Narcyz";"Detractor";1;0;0;1
"1788";"Średnie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";4;"Narcyz";"Detractor";1;0;0;1
"1789";"Średnie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";6;"Narcyz";"Detractor";1;0;0;1
"1790";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"41 - 50";10;"Narcyz";"Promoter";0;0;1;1
"1791";"Średnie techniczne";"Pracownik techniczny";"mniej niż 25 ha";"51 - 60";7;"Narcyz";"Neutral";0;1;0;1
"1792";"Średnie ogólne";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";6;"Narcyz";"Detractor";1;0;0;1
"1793";"Średnie ogólne";"Pracownik techniczny";"mniej niż 25 ha";"51 - 60";8;"Narcyz";"Neutral";0;1;0;1
"1794";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"mniej niż 30";10;"Narcyz";"Promoter";0;0;1;1
"1795";"Średnie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"powyżej 60";1;"Narcyz";"Detractor";1;0;0;1
"1796";"Wyższe rolnicze";"Właściciel";"mniej niż 25 ha";"41 - 50";4;"Narcyz";"Detractor";1;0;0;1
"1797";"Wyższe";"Główny agronom";"więcej niż 250 ha";"51 - 60";9;"Narcyz";"Promoter";0;0;1;1
"1798";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"31 - 40";10;"Narcyz";"Promoter";0;0;1;1
"1799";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"31 - 40";9;"Narcyz";"Promoter";0;0;1;1
"1800";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";0;"Narcyz";"Detractor";1;0;0;1
"1801";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";0;"Narcyz";"Detractor";1;0;0;1
"1802";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"41 - 50";2;"Narcyz";"Detractor";1;0;0;1
"1803";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"51 - 60";3;"Narcyz";"Detractor";1;0;0;1
"1804";"Średnie techniczne";"Agronom ekspert";"25.01 - 50 ha";"51 - 60";7;"Narcyz";"Neutral";0;1;0;1
"1805";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";8;"Narcyz";"Neutral";0;1;0;1
"1806";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";5;"Narcyz";"Detractor";1;0;0;1
"1807";"Średnie techniczne";"Agronom ekspert";"100.01 - 250 ha";"41 - 50";9;"Narcyz";"Promoter";0;0;1;1
"1808";"Średnie techniczne";"Agronom ekspert";"25.01 - 50 ha";"31 - 40";8;"Narcyz";"Neutral";0;1;0;1
"1809";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"31 - 40";4;"Narcyz";"Detractor";1;0;0;1
"1810";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"powyżej 60";2;"Narcyz";"Detractor";1;0;0;1
"1811";"Średnie ogólne";"Główny agronom";"100.01 - 250 ha";"51 - 60";10;"Narcyz";"Promoter";0;0;1;1
"1812";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"41 - 50";5;"Narcyz";"Detractor";1;0;0;1
"1813";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"powyżej 60";10;"Narcyz";"Promoter";0;0;1;1
"1814";"Średnie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";10;"Narcyz";"Promoter";0;0;1;1
"1815";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"31 - 40";6;"Narcyz";"Detractor";1;0;0;1
"1816";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"powyżej 60";9;"Narcyz";"Promoter";0;0;1;1
"1817";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"41 - 50";5;"Narcyz";"Detractor";1;0;0;1
"1818";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"31 - 40";10;"Narcyz";"Promoter";0;0;1;1
"1819";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";7;"Narcyz";"Neutral";0;1;0;1
"1820";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";6;"Narcyz";"Detractor";1;0;0;1
"1821";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"41 - 50";6;"Narcyz";"Detractor";1;0;0;1
"1822";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"31 - 40";6;"Narcyz";"Detractor";1;0;0;1
"1823";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"31 - 40";8;"Narcyz";"Neutral";0;1;0;1
"1824";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"51 - 60";2;"Narcyz";"Detractor";1;0;0;1
"1825";"Wyższe rolnicze";"Właściciel";"mniej niż 25 ha";"41 - 50";10;"Narcyz";"Promoter";0;0;1;1
"1826";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"powyżej 60";1;"Narcyz";"Detractor";1;0;0;1
"1827";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";7;"Narcyz";"Neutral";0;1;0;1
"1828";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"31 - 40";5;"Narcyz";"Detractor";1;0;0;1
"1829";"Średnie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";8;"Narcyz";"Neutral";0;1;0;1
"1830";"Średnie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej niż 30";6;"Narcyz";"Detractor";1;0;0;1
"1831";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"31 - 40";6;"Narcyz";"Detractor";1;0;0;1
"1832";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"mniej niż 30";5;"Narcyz";"Detractor";1;0;0;1
"1833";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"41 - 50";5;"Narcyz";"Detractor";1;0;0;1
"1834";"Średnie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"41 - 50";8;"Narcyz";"Neutral";0;1;0;1
"1835";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";8;"Narcyz";"Neutral";0;1;0;1
"1836";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";8;"Narcyz";"Neutral";0;1;0;1
"1837";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";5;"Narcyz";"Detractor";1;0;0;1
"1838";"Średnie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"mniej niż 30";3;"Narcyz";"Detractor";1;0;0;1
"1839";"Średnie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej niż 30";1;"Narcyz";"Detractor";1;0;0;1
"1840";"Średnie techniczne";"Właściciel";"50.01 - 100 ha";"41 - 50";0;"Narcyz";"Detractor";1;0;0;1
"1841";"Średnie ogólne";"Główny agronom";"mniej niż 25 ha";"31 - 40";6;"Narcyz";"Detractor";1;0;0;1
"1842";"Średnie ogólne";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";8;"Narcyz";"Neutral";0;1;0;1
"1843";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";5;"Narcyz";"Detractor";1;0;0;1
"1844";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"51 - 60";0;"Narcyz";"Detractor";1;0;0;1
"1845";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";4;"Narcyz";"Detractor";1;0;0;1
"1846";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"41 - 50";5;"Narcyz";"Detractor";1;0;0;1
"1847";"Wyższe rolnicze";"Pracownik techniczny";"25.01 - 50 ha";"mniej niż 30";10;"Narcyz";"Promoter";0;0;1;1
"1848";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"mniej niż 30";9;"Narcyz";"Promoter";0;0;1;1
"1849";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";9;"Narcyz";"Promoter";0;0;1;1
"1850";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"mniej niż 30";1;"Narcyz";"Detractor";1;0;0;1
"1851";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"powyżej 60";9;"Narcyz";"Promoter";0;0;1;1
"1852";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"51 - 60";5;"Narcyz";"Detractor";1;0;0;1
"1853";"Średnie techniczne";"Główny agronom";"50.01 - 100 ha";"powyżej 60";4;"Narcyz";"Detractor";1;0;0;1
"1854";"Średnie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"41 - 50";10;"Narcyz";"Promoter";0;0;1;1
"1855";"Wyższe rolnicze";"Właściciel";"więcej niż 250 ha";"51 - 60";9;"Narcyz";"Promoter";0;0;1;1
"1856";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powyżej 60";2;"Narcyz";"Detractor";1;0;0;1
"1857";"Wyższe";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"31 - 40";1;"Narcyz";"Detractor";1;0;0;1
"1858";"Wyższe";"Pracownik techniczny";"więcej niż 250 ha";"powyżej 60";9;"Narcyz";"Promoter";0;0;1;1
"1859";"Wyższe";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"41 - 50";2;"Narcyz";"Detractor";1;0;0;1
"1860";"Wyższe rolnicze";"Pracownik techniczny";"więcej niż 250 ha";"51 - 60";10;"Narcyz";"Promoter";0;0;1;1
"1861";"Wyższe rolnicze";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";6;"Narcyz";"Detractor";1;0;0;1
"1862";"Średnie ogólne";"Główny agronom";"50.01 - 100 ha";"powyżej 60";7;"Narcyz";"Neutral";0;1;0;1
"1863";"Wyższe";"Pracownik techniczny";"25.01 - 50 ha";"51 - 60";4;"Narcyz";"Detractor";1;0;0;1
"1864";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"powyżej 60";0;"Narcyz";"Detractor";1;0;0;1
"1865";"Średnie techniczne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";2;"Narcyz";"Detractor";1;0;0;1
"1866";"Średnie ogólne";"Główny agronom";"50.01 - 100 ha";"mniej niż 30";5;"Narcyz";"Detractor";1;0;0;1
"1867";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"51 - 60";2;"Narcyz";"Detractor";1;0;0;1
"1868";"Średnie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powyżej 60";7;"Narcyz";"Neutral";0;1;0;1
"1869";"Wyższe";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powyżej 60";9;"Narcyz";"Promoter";0;0;1;1
"1870";"Wyższe";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"51 - 60";2;"Narcyz";"Detractor";1;0;0;1
"1871";"Wyższe";"Pracownik techniczny";"więcej niż 250 ha";"mniej niż 30";10;"Narcyz";"Promoter";0;0;1;1
"1872";"Średnie ogólne";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";0;"Narcyz";"Detractor";1;0;0;1
"1873";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"51 - 60";10;"Narcyz";"Promoter";0;0;1;1
"1874";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";9;"Narcyz";"Promoter";0;0;1;1
"1875";"Średnie techniczne";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";3;"Narcyz";"Detractor";1;0;0;1
"1876";"Wyższe rolnicze";"Agronom ekspert";"25.01 - 50 ha";"powyżej 60";4;"Narcyz";"Detractor";1;0;0;1
"1877";"Średnie techniczne";"Właściciel";"więcej niż 250 ha";"mniej niż 30";10;"Narcyz";"Promoter";0;0;1;1
"1878";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"41 - 50";10;"Narcyz";"Promoter";0;0;1;1
"1879";"Inne";"Pracownik techniczny";"50.01 - 100 ha";"mniej niż 30";4;"Narcyz";"Detractor";1;0;0;1
"1880";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"41 - 50";10;"Narcyz";"Promoter";0;0;1;1
"1881";"Średnie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"powyżej 60";9;"Narcyz";"Promoter";0;0;1;1
"1882";"Średnie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powyżej 60";10;"Narcyz";"Promoter";0;0;1;1
"1883";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"mniej niż 30";5;"Narcyz";"Detractor";1;0;0;1
"1884";"Wyższe rolnicze";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";3;"Narcyz";"Detractor";1;0;0;1
"1885";"Średnie techniczne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";3;"Narcyz";"Detractor";1;0;0;1
"1886";"Wyższe";"Właściciel";"więcej niż 250 ha";"mniej niż 30";1;"Narcyz";"Detractor";1;0;0;1
"1887";"Wyższe";"Właściciel";"więcej niż 250 ha";"powyżej 60";4;"Narcyz";"Detractor";1;0;0;1
"1888";"Wyższe";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";5;"Narcyz";"Detractor";1;0;0;1
"1889";"Wyższe rolnicze";"Pracownik techniczny";"mniej niż 25 ha";"mniej niż 30";8;"Narcyz";"Neutral";0;1;0;1
"1890";"Wyższe";"Główny agronom";"więcej niż 250 ha";"powyżej 60";4;"Narcyz";"Detractor";1;0;0;1
"1891";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"51 - 60";9;"Narcyz";"Promoter";0;0;1;1
"1892";"Średnie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";1;"Narcyz";"Detractor";1;0;0;1
"1893";"Wyższe rolnicze";"Główny agronom";"50.01 - 100 ha";"powyżej 60";10;"Narcyz";"Promoter";0;0;1;1
"1894";"Średnie techniczne";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";2;"Narcyz";"Detractor";1;0;0;1
"1895";"Średnie techniczne";"Główny agronom";"więcej niż 250 ha";"31 - 40";4;"Narcyz";"Detractor";1;0;0;1
"1896";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"powyżej 60";8;"Narcyz";"Neutral";0;1;0;1
"1897";"Wyższe rolnicze";"Główny agronom";"więcej niż 250 ha";"mniej niż 30";5;"Narcyz";"Detractor";1;0;0;1
"1898";"Wyższe rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powyżej 60";2;"Narcyz";"Detractor";1;0;0;1
"1899";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"powyżej 60";4;"Narcyz";"Detractor";1;0;0;1
"1900";"Średnie techniczne";"Właściciel";"więcej niż 250 ha";"51 - 60";0;"Narcyz";"Detractor";1;0;0;1
"1901";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"51 - 60";0;"Narcyz";"Detractor";1;0;0;1
"1902";"Wyższe rolnicze";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";6;"Narcyz";"Detractor";1;0;0;1
"1903";"Wyższe rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powyżej 60";10;"Narcyz";"Promoter";0;0;1;1
"1904";"Wyższe";"Pracownik techniczny";"100.01 - 250 ha";"powyżej 60";6;"Narcyz";"Detractor";1;0;0;1
"1905";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"41 - 50";10;"Narcyz";"Promoter";0;0;1;1
"1906";"Wyższe rolnicze";"Główny agronom";"100.01 - 250 ha";"41 - 50";6;"Narcyz";"Detractor";1;0;0;1
"1907";"Wyższe rolnicze";"Główny agronom";"więcej niż 250 ha";"mniej niż 30";3;"Narcyz";"Detractor";1;0;0;1
"1908";"Średnie techniczne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";5;"Narcyz";"Detractor";1;0;0;1
"1909";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"31 - 40";5;"Narcyz";"Detractor";1;0;0;1
"1910";"Wyższe";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";2;"Narcyz";"Detractor";1;0;0;1
"1911";"Wyższe rolnicze";"Inna";"więcej niż 250 ha";"51 - 60";5;"Narcyz";"Detractor";1;0;0;1
"1912";"Wyższe";"Pracownik techniczny";"więcej niż 250 ha";"51 - 60";3;"Narcyz";"Detractor";1;0;0;1
"1913";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";4;"Narcyz";"Detractor";1;0;0;1
"1914";"Wyższe rolnicze";"Główny agronom";"100.01 - 250 ha";"powyżej 60";1;"Narcyz";"Detractor";1;0;0;1
"1915";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"powyżej 60";9;"Narcyz";"Promoter";0;0;1;1
"1916";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"31 - 40";3;"Narcyz";"Detractor";1;0;0;1
"1917";"Średnie techniczne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";8;"Narcyz";"Neutral";0;1;0;1
"1918";"Wyższe rolnicze";"Główny agronom";"więcej niż 250 ha";"41 - 50";0;"Narcyz";"Detractor";1;0;0;1
"1919";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powyżej 60";1;"Narcyz";"Detractor";1;0;0;1
"1920";"Średnie ogólne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";5;"Narcyz";"Detractor";1;0;0;1
"1921";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";5;"Narcyz";"Detractor";1;0;0;1
"1922";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"41 - 50";5;"Narcyz";"Detractor";1;0;0;1
